submission_month,submission_yr,submission_yr_month,YEAR,analysis,filing_status,submission_date,DEPARTMENT_NAME,DEPARTMENT_NUMBER,COUNTY_NAME,REGION,ZIP_CODE,CHIEF_ADMIN_NAME,total_stops,search_conducted_yes,search_reason_consent,search_reason_contraband,search_reason_probable,search_reason_inventory,search_reason_incident_to_arrest,contraband_discovered_yes,contraband_discovered_no,contraband_drugs paraphernailia,contraband_currency,contraband_weapons,contraband_alchohol,contraband_stolen property,contraband_other,result_verbal,result_written,result_citation,result_written_arrest,result_citation_arrest,result_arrest,arrest_penal_code,arrest_traffic,arrest_city_ordinance,arrest_warrant,physical_force_yes,physical_force_no,complaints,complaints_disciplinary_yes,complaints_disciplinary_no,physical_force_yes_bodily_injury_suspect,physical_force_yes_bodily_injury_officer,physical_force_yes_bodily_injury_both
01,2023,2023-01,2022,Dept.,Full,1/10/2023,VAN POLICE DEPT.,467206,VAN ZANDT,6,75790,MELISSA K. DAVIS,2128,140,36,24,61,6,13,98,42,58,0,0,30,0,13,1081,252,788,0,4,3,4,0,0,3,1,2127,0,0,0,0,0,0
01,2025,2025-01,2024,TCOLE,Full,1/27/2025,BROWN CO. SHERIFF'S OFFICE,049100,BROWN,9,76801,VANCE W. HILL,2128,86,35,6,45,0,0,37,49,27,0,0,10,0,0,1766,11,326,0,6,19,20,3,0,2,0,2128,0,0,0,0,0,0
02,2025,2025-02,2024,Dept.,Full,2/10/2025,LAVON POLICE DEPARTMENT ,085212,COLLIN,7,75166,JOHNNY M. JONES,2126,53,3,2,22,7,19,35,18,23,0,3,14,0,1,19,1323,746,21,14,3,28,1,0,9,0,2126,0,0,0,0,0,0
08,2020,2020-08,2019,,Full,8/25/2020,BRAZORIA POLICE DEPT,039204,BRAZORIA,4,77422,NEAL B. LONGBOTHAM,2125,28,0,1,2,2,23,8,20,1,0,0,2,2,3,0,905,1191,2,27,0,22,4,0,3,2,2123,0,0,0,,,
02,2022,2022-02,2021,TCOLE,Full,2/7/2022,Von Ormy Police Department,029227,BEXAR,7,78073,LIONEL PEREZ JR,2125,140,18,3,99,17,3,62,78,25,0,4,25,4,4,0,337,1751,35,2,0,28,0,0,9,2,2123,0,0,0,2,0,0
01,2022,2022-01,2021,TCOLE,Full,1/13/2022,WOODSBORO POLICE DEPT.,391203,REFUGIO,3,78393,RYAN P. GREGORY,2125,326,205,11,92,4,14,8,318,6,0,2,1,0,1,26,768,1330,0,1,0,1,0,0,0,0,2125,0,0,0,0,0,0
01,2022,2022-01,2021,TCOLE,Full,1/21/2022,BOWIE POLICE DEPT.,337201,MONTAGUE,8,76230,RONALD G. GREEN,2124,81,26,3,50,0,2,59,22,44,0,3,4,2,2118,0,1443,659,0,0,22,12,4,0,6,0,2124,0,0,0,0,0,0
02,2023,2023-02,2022,Dept.,Full,2/6/2023,BEXAR CO. CONST. PCT. 3,029103,BEXAR,10,78216,MARK S. VOJVODICH,2124,69,3,3,24,33,6,25,44,13,0,3,7,0,6,0,441,1660,3,20,0,4,1,0,18,13,2111,0,0,0,0,0,0
02,2022,2022-02,2021,Dept.,Full,2/16/2022,LAMAR CO. SHERIFF'S OFFICE,277100,LAMAR,5,75460,SCOTT C. CASS,2123,228,105,4,102,16,1,129,99,74,0,5,20,0,30,1876,0,217,0,0,30,11,0,0,19,14,2109,0,0,0,10,2,2
01,2024,2024-01,2023,,Full,1/3/2024,CALVERT POLICE DEPARTMENT ,395202,ROBERTSON ,9,77837,CHRISTOPHER E. SIMMONS,2123,23,3,2,13,2,3,12,11,9,0,0,1,0,2,160,48,1914,0,0,1,1,0,0,0,2,2121,0,0,0,0,0,0
01,2025,2025-01,2024,TCOLE,Full,1/22/2025,GAINES COUNTY SHERIFF'S OFFICE,165100,GAINES,1,79360,RONNY L. PIPKIN,2123,135,42,0,76,15,2,89,46,24,1,3,49,0,12,0,984,1078,1,11,49,48,12,0,1,0,2123,0,0,0,0,0,0
01,2022,2022-01,2021,Dept.,Full,1/26/2022,BIG SANDY POLICE DEPT.,459201,UPSHUR,5,75755,CHARLES D. EASTERLING,2122,104,19,3,74,3,5,73,31,54,0,0,8,2,9,1241,109,762,0,6,4,6,0,0,4,1,2121,0,0,0,1,0,0
02,2022,2022-02,2021,Dept.,Full,2/3/2022,GARZA CO. SHERIFF'S OFFICE,169100,GARZA,1,79356,TERRY L. MORGAN,2121,224,21,7,192,4,0,151,73,128,1,0,9,0,13,0,157,1944,1,19,0,10,5,1,4,3,2118,3,0,3,3,0,0
02,2023,2023-02,2022,TCOLE,Full,2/13/2023,SOUTH PADRE ISLAND POLICE DEPT.,061215,CAMERON,3,78597,CLAUDINE M. O'CARROLL,2121,12,3,1,6,0,2,10,2,8,0,0,7,0,0,0,1340,777,1,3,0,4,0,0,0,1,2120,0,0,0,0,0,0
01,2025,2025-01,2024,TCOLE,Full,1/30/2025,LYNN CO. SHERIFF'S OFFICE,305100,LYNN,1,79373,WANDA J. MASON,2121,196,99,8,77,1,11,95,101,64,0,9,16,0,11,17,1669,413,8,12,2,9,7,0,6,0,2121,0,0,0,0,0,0
01,2023,2023-01,2022,Dept.,Full,1/25/2023,MARLIN POLICE DEPT.,145202,FALLS,9,76661,JAMES L. HOMMEL,2120,245,45,12,130,4,54,150,95,101,0,8,28,0,19,23,726,1269,44,54,4,74,11,0,17,0,2120,0,0,0,0,0,0
02,2021,2021-02,2020,,Full,2/8/2021,CIBOLO POLICE DEPT.,187201,GUADALUPE,7,78108,BRYAN K. HUGGHINS,2119,34,9,0,21,0,4,23,11,18,0,1,0,2,3,0,1383,729,5,2,0,4,1,0,2,0,2119,0,0,0,,,
01,2021,2021-01,2020,,Full,1/28/2021,HITCHCOCK POLICE DEPT.,167205,GALVESTON,4,77563,WILMON C. SMITH,2119,50,12,0,14,18,6,14,36,8,0,0,2,0,4,1194,34,869,0,10,12,2,10,0,9,12,2107,0,0,0,,,
02,2022,2022-02,2021,Dept.,Full,2/8/2022,ROBINSON POLICE DEPT.,309211,McLENNAN,6,76706,RICHARD ANDREUCCI JR,2118,94,26,7,53,3,5,59,35,47,0,1,8,0,3,24,1484,578,21,11,0,22,0,0,10,0,2118,0,0,0,0,0,0
02,2025,2025-02,2024,Dept.,Full,2/25/2025,ANTHONY POLICE DEPT.,141201,EL PASO,2,79821,CARLOS ENRIQUEZ,2117,67,11,2,52,2,0,54,13,42,0,1,4,7,0,165,935,986,17,7,7,14,11,1,5,0,2117,0,0,0,0,0,0
01,2021,2021-01,2020,,Full,1/20/2021,Denton Co. Water Dist. Police Department,121701,DENTON,8,76227,WILLIAM L. KNACK,2116,24,8,2,11,2,1,15,9,13,0,1,2,0,0,0,1790,305,19,2,0,10,0,0,11,0,2116,1,0,1,,,
02,2025,2025-02,2024,Dept.,Full,2/25/2025,PALMHURST POLICE DEPT.,215212,HIDALGO,3,78573,MICHAEL A. VELA SR,2116,18,2,0,7,6,3,8,10,5,0,0,1,1,1,0,1293,818,0,5,0,3,1,0,1,2,2114,0,0,0,0,0,0
02,2024,2024-02,2023,,Full,2/23/2024,WEBB CO. CONST. PCT. 2,479102,WEBB,3,78041,MIGUEL VILLARREAL,2115,51,35,0,1,12,3,4,47,3,0,1,0,0,0,0,14,2075,0,25,1,10,0,0,16,5,2110,0,0,0,0,0,0
02,2025,2025-02,2024,TCOLE,Full,2/13/2025,EARLY POLICE DEPT.,049204,BROWN,9,76802,JAMES D. MERCER,2115,101,44,1,52,4,0,53,48,47,0,2,3,1,4,0,1335,717,11,52,0,36,13,0,14,0,2115,0,0,0,0,0,0
02,2022,2022-02,2021,TCOLE,Full,2/17/2022,SINTON POLICE DEPT.,409207,SAN PATRICIO,3,78387,EUGENIO DELEON,2113,42,8,1,27,1,5,30,12,23,0,1,6,0,1,0,1444,631,6,2,30,29,1,0,8,0,2113,0,0,0,0,0,0
02,2024,2024-02,2023,,Full,2/15/2024,LORENA POLICE DEPARTMENT ,309206,McLENNAN,9,76655,JEFFREY S. HOLT,2113,92,2,1,65,3,21,72,20,51,0,6,11,2,4,30,632,1420,13,17,1,26,1,0,4,0,2113,0,0,0,0,0,0
01,2022,2022-01,2021,TCOLE,Full,1/18/2022,JUSTIN POLICE DEPT.,121208,DENTON,8,76247,ALEJANDRO COSS,2112,80,27,0,35,14,4,73,7,26,0,3,5,1,38,1313,56,722,1,5,15,11,0,0,10,0,2112,0,0,0,0,0,0
02,2020,2020-02,2019,,Full,2/3/2020,HORSESHOE BAY POLICE DEPT.,299701,LLANO,2,78657,LYNN R. WARDLOW,2110,68,52,2,4,3,7,29,39,24,0,1,3,0,1,1293,532,243,25,10,71,22,24,0,25,0,2110,,,,,,
09,2020,2020-09,2019,,Full,9/25/2020,GARDEN RIDGE POLICE DEPT.,091201,COMAL,7,78266,RONALD K. EBERHARDT,2108,142,24,2,31,5,80,60,82,38,1,8,8,2,17,0,1103,922,34,49,0,33,38,0,12,1,2107,0,0,0,,,
02,2024,2024-02,2023,,Full,2/12/2024,PORT OF GALVESTON POLICE DEPT.,167701,GALVESTON,4,77550,KENNETH R. BROWN JR.,2107,11,3,0,8,0,0,0,11,0,0,0,0,0,0,0,556,568,0,983,0,0,983,0,0,0,2107,0,0,0,0,0,0
03,2020,2020-03,2019,,Full,3/4/2020,CAMERON CO. CONST. PCT. 5,061105,CAMERON,3,78552,EVERARDO SOLIS,2106,18,14,0,0,1,3,2,16,2,0,0,1,0,0,0,569,1532,3,2,5,4,1,0,1,0,2106,,,,,,
02,2020,2020-02,2019,,Full,2/11/2020,SOUTHMAYD POLICE DEPT.,181209,GRAYSON,6,76268,CHAD D. MCKEE,2106,28,9,1,16,0,2,24,4,21,0,0,0,0,0,533,376,1193,1,2,1,4,0,0,0,0,2106,,,,,,
02,2023,2023-02,2022,TCOLE,Full,2/15/2023,LA FERIA POLICE DEPT.,061205,CAMERON,3,78559,CESAR R. DIAZ,2106,33,6,3,3,11,10,17,16,10,0,0,7,0,0,0,691,1389,11,11,4,17,5,0,4,0,2106,0,0,0,0,0,0
01,2025,2025-01,2024,Dept.,Full,1/31/2025,LLANO POLICE DEPT.,299201,LLANO,9,78643,JOHN D. BAUER,2101,27,9,0,8,3,7,13,14,12,0,0,0,0,1,91,1100,897,5,8,0,2,4,0,7,1,2100,0,0,0,0,0,0
01,2025,2025-01,2024,TCOLE,Full,1/29/2025,PROGRESO POLICE DEPT.,215219,HIDALGO,3,78579,CESAR H. SOLIS,2101,51,0,0,0,44,7,4,47,4,0,0,0,0,0,0,843,1207,0,44,7,45,3,0,3,0,2101,0,0,0,0,0,0
02,2025,2025-02,2024,TCOLE,Full,2/14/2025,LACY LAKEVIEW POLICE DEPT.,309205,McLENNAN,9,76705,ELLWOOD T. WHITTEN,2100,336,153,3,168,5,7,122,214,97,0,6,13,1,7,0,1764,301,28,6,1,23,1,0,11,0,2100,0,0,0,0,0,0
08,2020,2020-08,2019,,Full,8/21/2020,ESTELLINE POLICE DEPT.,191201,HALL,1,79233,LARRY T. GAMBOL,2099,30,2,0,27,1,0,13,17,1,0,0,0,0,12,1,264,1833,0,1,0,1,0,0,0,0,2099,0,0,0,,,
02,2020,2020-02,2019,,Full,2/24/2020,MONTGOMERY CO. CONST. PCT. 2,339102,MONTGOMERY,4,77301,GENE E. DEFOREST,2096,130,76,2,35,11,6,59,71,48,0,1,5,0,12,317,421,1316,15,23,4,15,13,0,14,5,2091,,,,,,
02,2022,2022-02,2021,Dept.,Full,2/28/2022,KIRBY POLICE DEPT.,029211,BEXAR,7,78219,ROXANNE M. CARDONA,2093,263,42,9,155,50,7,151,112,126,0,11,20,2,19,16,1166,841,47,17,6,34,1,0,35,0,2093,0,0,0,0,0,0
02,2024,2024-02,2023,,Full,2/23/2024,NASSAU BAY POLICE DEPARTMENT,201219,HARRIS,4,77058,TIMOTHY J. CROMIE,2093,84,6,2,37,28,11,40,44,32,0,1,3,2,2,70,1313,613,14,21,62,27,33,0,37,0,2093,0,0,0,0,0,0
01,2025,2025-01,2024,TCOLE,Full,1/24/2025,LEVELLAND POLICE DEPT.,219202,HOCKLEY,1,79336,ERICA R. O'BRYON,2092,92,44,6,38,3,1,63,29,36,0,1,18,1,19,1057,643,378,3,3,8,6,2,0,6,1,2091,0,0,0,0,0,1
01,2024,2024-01,2023,,Full,1/25/2024,Buckholts Police Dept.,331205,MILAM,9,76518,JOHNNY S. NEWSOM,2091,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,165,1926,0,0,0,0,0,0,0,0,2091,0,0,0,0,0,0
02,2025,2025-02,2024,Dept.,Full,2/19/2025,MARBLE FALLS POLICE DEPT.,053203,BURNET,9,78654,DAVID G. HANSON,2090,53,17,2,34,0,0,39,14,22,0,3,18,0,4,0,901,1179,2,8,0,9,0,0,1,3,2087,0,0,0,0,0,3
02,2022,2022-02,2021,TCOLE,Full,2/6/2022,COTTONWOOD SHORES POLICE DEPT.,053207,BURNET,7,78654,JOHNNY L. LIENDO,2088,88,9,16,63,0,0,79,9,73,0,2,2,2,0,0,678,1309,0,0,101,70,3,0,28,3,2085,0,0,0,0,0,0
02,2022,2022-02,2021,TCOLE,Full,2/2/2022,WHARTON POLICE DEPT.,481202,WHARTON,3,77488,TERRY D. LYNCH,2088,65,12,3,34,5,11,39,26,25,2,3,11,0,1,0,1116,922,25,25,0,34,11,0,5,51,2037,0,0,0,0,0,1
02,2021,2021-02,2020,,Full,2/9/2021,LOVING CO. SHERIFF'S OFFICE,301100,LOVING,2,79754,CHRISTOPHER H. BUSSE,2086,78,67,0,5,0,6,35,2051,21,0,1,11,1,1,401,439,1242,2,1,1,2,0,0,2,0,2086,0,0,0,,,
02,2024,2024-02,2023,,Full,2/22/2024,CIBOLO POLICE DEPARTMENT ,187201,GUADALUPE,10,78108,THEDRICK R. ANDRES SR,2085,38,7,0,23,0,8,22,16,15,0,0,1,1,6,0,1163,909,12,1,0,9,2,0,2,0,2085,0,0,0,0,0,0
11,2020,2020-11,2019,,Full,11/4/2020,LAGO VISTA POLICE DEPT.,453210,TRAVIS,7,78645,ROBERT D. SMITH,2084,47,10,5,22,7,3,27,20,16,0,0,3,0,18,110,909,1024,3,35,3,32,1,4,4,0,2084,0,0,0,,,
01,2025,2025-01,2024,TCOLE,Full,1/6/2025,PALACIOS POLICE DEPT.,321202,MATAGORDA ,4,77465,TOBIE W. BIAS,2083,66,17,2,36,0,11,37,29,25,0,4,8,0,1,0,1613,451,4,2,13,9,2,0,8,1,2082,0,0,0,1,0,0
01,2024,2024-01,2023,,Full,1/3/2024,OVILLA POLICE DEPT.,139209,ELLIS,7,75154,CHARLIE J. BENNETT II,2082,33,9,0,24,0,0,22,11,12,0,0,0,0,10,1274,1,807,0,0,0,0,0,0,0,0,2082,0,0,0,0,0,0
03,2023,2023-03,2022,Dept.,Full,3/2/2023,RAINS CO. SHERIFF'S OFFICE,379100,RAINS,6,75440,MICHAEL O. HOPKINS,2081,196,111,2,70,2,11,38,158,30,0,0,3,0,5,1119,586,357,3,8,8,14,3,0,2,0,2081,0,0,0,0,0,0
02,2023,2023-02,2022,Dept.,Full,2/6/2023,LONE OAK POLICE DEPT.,231205,HUNT,6,75453,JOSEPH P. STERNER,2079,79,21,1,50,1,6,53,26,44,0,1,5,0,4,1092,57,919,3,4,4,2,0,0,9,0,2079,0,0,0,0,0,0
01,2024,2024-01,2023,,Full,1/30/2024,LULING POLICE DEPT.,055202,CALDWELL,10,78648,WILLIAM J. SALA,2079,82,2,12,50,2,16,57,25,41,0,4,10,1,5,2,1303,741,21,11,1,21,8,0,4,0,2079,1,0,1,0,0,0
01,2020,2020-01,2019,,Full,1/22/2020,MILFORD POLICE DEPT.,139208,ELLIS,6,76670,CARLOS L. PHOENIX III,2078,38,1,1,34,0,2,35,3,14,0,1,0,0,18,16,337,1716,1,8,0,1,1,0,7,0,2078,,,,,,
02,2021,2021-02,2020,,Full,2/24/2021,COOKE CO. SHERIFF'S OFFICE,097100,COOKE,8,76240,RAY T. SAPPINGTON,2078,463,237,4,206,11,5,237,226,166,0,1,45,0,25,2,1783,126,30,130,7,132,26,0,9,1,2077,0,0,0,,,
01,2025,2025-01,2024,TCOLE,Full,1/3/2025,COOKE CO. SHERIFF'S OFFICE,097100,COOKE,8,76240,RAY T. SAPPINGTON,2077,362,193,13,146,7,3,170,192,131,0,4,27,2,12,98,1711,213,24,20,11,41,4,0,10,0,2077,0,0,0,0,0,0
02,2025,2025-02,2024,TCOLE,Full,2/6/2025,MORGANS POINT RESORT POLICE DEPT,027201,BELL,9,76513,MATTHEW D. SCHUETZE,2077,116,25,20,45,11,15,62,54,32,0,1,19,0,10,0,1399,612,34,32,0,17,23,0,26,1,2076,0,0,0,1,0,0
02,2025,2025-02,2024,Dept.,Full,2/4/2025,PORT OF GALVESTON POLICE DEPT.,167701,GALVESTON,4,77550,KENNETH R. BROWN JR.,2076,144,0,0,144,0,0,0,144,0,0,0,0,0,0,0,319,757,0,1000,0,1000,0,0,0,0,2076,0,0,0,0,0,0
02,2024,2024-02,2023,,Full,2/20/2024,HARDEMAN CO. SHERIFF'S OFFICE,197100,HARDEMAN,1,79252,PATRICK D. LAUGHERY,2075,160,56,4,91,0,9,87,73,77,0,1,7,1,2,248,581,1235,10,1,0,8,1,0,2,0,2075,0,0,0,0,0,0
02,2020,2020-02,2019,,Full,2/14/2020,ERATH CO. SHERIFF'S OFFICE,143100,ERATH,8,76401,MATTHEW L. COATES,2073,44,19,0,25,0,0,20,24,16,0,1,2,0,1,1824,88,145,5,1,18,8,10,0,4,14,2059,,,,,,
02,2021,2021-02,2020,,Full,2/9/2021,GARRETT POLICE DEPT.,139204,ELLIS,6,75119,WILLIAM J. CHERRY,2071,47,6,0,39,1,1,37,2034,33,1,0,5,0,0,247,26,1798,0,0,0,0,0,0,0,0,2071,0,0,0,,,
02,2023,2023-02,2022,TCOLE,Full,2/7/2023,MERCEDES POLICE DEPT.,215210,HIDALGO,3,78570,PEDRO ESTRADA,2067,102,15,2,60,19,6,62,40,60,0,1,1,0,1,0,470,1472,0,37,88,107,6,2,10,0,2067,0,0,0,0,0,0
01,2025,2025-01,2024,TCOLE,Full,1/22/2025,GUNTER POLICE DEPT.,181204,GRAYSON,7,75058,DANNY R. JONES,2066,15,3,1,8,1,2,6,9,4,0,0,1,0,1,124,662,1275,2,1,2,2,0,0,3,0,2066,0,0,0,0,0,0
02,2021,2021-02,2020,,Full,2/24/2021,BEEVILLE POLICE DEPT.,025201,BEE,3,78102,ROBERT J. BRIDGE,2065,57,42,0,13,1,2,8,2057,3,0,0,2,0,3,945,664,554,0,0,2,0,1,0,1,0,2065,0,0,0,,,
02,2022,2022-02,2021,TCOLE,Full,2/14/2022,CIBOLO POLICE DEPT.,187201,GUADALUPE,7,78108,BRYAN K. HUGGHINS,2064,43,11,0,28,0,4,27,16,24,0,2,6,0,3,0,1170,880,11,3,0,6,6,0,2,1,2063,0,0,0,0,0,0
02,2025,2025-02,2024,Dept.,Full,2/14/2025,VERNON POLICE DEPARTMENT ,487203,WILBARGER,1,76384,WAYNE A. HODGES,2063,223,68,10,98,20,27,132,91,89,0,8,30,0,5,0,841,1002,2,76,142,110,55,1,54,0,2063,0,0,0,0,0,0
02,2025,2025-02,2024,TCOLE,Full,2/11/2025,BEE CO. SHERIFF'S OFFICE,025100,BEE,3,78102,RANDY AGUIRRE,2057,92,49,0,30,1,12,21,71,17,0,0,2,0,2,992,950,104,5,1,5,6,2,0,3,0,2057,0,0,0,0,0,0
02,2025,2025-02,2024,Dept.,Full,2/3/2025,COMMERCE POLICE DEPT.,231203,HUNT,6,75428,CARL P. ROBINSON II,2055,132,21,8,80,22,1,83,49,59,0,1,17,1,5,0,1264,663,8,93,27,59,28,0,41,1,2054,0,0,0,0,0,0
02,2025,2025-02,2024,TCOLE,Full,2/14/2025,BLANCO CO. SHERIFF'S OFFICE,031100,BLANCO,10,78636,DONALD W. JACKSON,2053,49,29,0,20,0,0,23,26,10,0,3,11,0,0,1057,67,920,1,0,8,6,1,0,2,0,2053,0,0,0,0,0,0
02,2025,2025-02,2024,Dept.,Full,2/27/2025,DALLAS AREA RAPID TRANSIT,113290,DALLAS,7,75203,CHARLES M. CATO,2052,50,6,7,34,1,2,37,13,32,0,0,5,0,0,0,761,1266,7,18,0,9,2,0,14,0,2052,1,0,1,0,0,0
02,2020,2020-02,2019,,Full,2/5/2020,PARKER POLICE DEPT.,085217,COLLIN,6,75002,RICHARD D. BROOKS,2051,15,6,0,8,1,0,10,5,10,0,0,0,0,0,110,653,1285,0,3,0,3,0,0,0,0,2051,,,,,,
02,2023,2023-02,2022,TCOLE,Full,2/18/2023,SWEENY POLICE DEPT.,039217,BRAZORIA,4,77480,BRADLEY B. CAUDLE,2051,92,32,5,48,2,5,62,30,44,0,1,16,0,1,0,1528,485,27,6,5,33,2,0,3,0,2051,0,0,0,0,0,0
01,2022,2022-01,2021,Dept.,Full,1/18/2022,ZAVALLA POLICE DEPT.,005207,ANGELINA ,5,75980,WILLIAM C. WADE,2050,26,13,0,13,0,0,15,11,9,0,6,0,0,0,53,160,1833,0,3,1,1,1,0,2,0,2050,0,0,0,0,0,0
08,2020,2020-08,2019,,Full,8/24/2020,CORYELL CO. SHERIFF'S OFFICE,099100,CORYELL,8,76528,SCOTT A. WILLIAMS,2049,92,33,3,44,5,11,42,55,17,0,0,2,0,21,0,1661,431,13,5,6,10,3,0,16,0,2049,0,0,0,,,
01,2024,2024-01,2023,,Full,1/17/2024,SWEETWATER POLICE DEPT.,353203,NOLAN,2,79556,BRYAN R. SHERIDAN,2049,183,58,1,96,22,6,88,95,67,0,6,14,1,0,944,349,697,0,3,56,25,22,0,12,0,2049,0,0,0,0,0,0
02,2021,2021-02,2020,,Full,2/3/2021,SELMA POLICE DEPT.,029219,GUADALUPE,7,78154,DAVID T. PADULA,2047,91,2,0,54,26,9,65,26,57,1,3,5,1,5,0,810,1185,12,40,0,40,3,0,9,0,2047,0,0,0,,,
02,2025,2025-02,2024,TCOLE,Full,2/1/2025,HARDEMAN CO. SHERIFF'S OFFICE,197100,HARDEMAN,1,79252,PATRICK D. LAUGHERY,2046,70,20,5,41,0,4,15,55,13,0,0,1,0,1,40,530,1473,0,1,2,1,0,0,2,1,2045,0,0,0,0,0,0
02,2023,2023-02,2022,TCOLE,Full,2/2/2023,NASSAU BAY POLICE DEPT.,201219,HARRIS,4,77058,TIMOTHY J. CROMIE,2045,89,6,1,42,33,7,68,21,42,0,5,6,0,15,783,711,465,5,16,65,26,9,0,51,3,2042,0,0,0,0,0,0
01,2025,2025-01,2024,TCOLE,Full,1/28/2025,BURKBURNETT Police Department ,485201,WICHITA,8,76354,DONALD L. MILLER,2044,28,7,0,14,4,3,15,13,13,0,0,0,0,12,0,1462,570,2,10,0,6,0,0,6,1,2043,0,0,0,0,0,1
01,2024,2024-01,2023,,Full,1/19/2024,HARTLEY CO. SHERIFF'S OFFICE,205100,HARTLEY,1,79018,CHANZE W. FOWLER,2043,58,7,3,46,2,0,58,0,52,0,0,4,0,0,31,843,1165,1,3,0,3,0,0,1,0,2043,0,0,0,0,0,0
01,2025,2025-01,2024,TCOLE,Full,1/2/2025,WESTWORTH VILLAGE POLICE DEPT.,439234,TARRANT,8,76114,KEVIN C. REAVES,2042,55,10,1,38,1,5,38,17,33,0,3,6,0,3,0,814,1192,5,31,0,28,1,0,7,1,2041,0,0,0,0,0,0
01,2023,2023-01,2022,Dept.,Full,1/24/2023,SWEETWATER POLICE DEPT.,353203,NOLAN,2,79556,BRYAN R. SHERIDAN,2041,185,51,0,81,40,13,82,103,48,0,4,12,1,17,913,311,761,1,9,46,32,10,0,14,2,2039,0,0,0,2,0,0
01,2025,2025-01,2024,TCOLE,Full,1/8/2025,HEMPSTEAD POLICE DEPT.,473202,WALLER,4,77445,DAVID W. HARTLEY,2041,131,23,4,89,10,5,85,46,56,0,3,27,1,13,86,970,977,0,8,0,6,2,0,0,7,2034,0,0,0,0,0,7
03,2020,2020-03,2019,,Full,3/9/2020,COMANCHE POLICE DEPT.,093201,COMANCHE,8,76442,BRUCE E. BRADSHAW,2040,106,71,0,25,2,8,61,45,30,0,0,15,0,14,61,1268,670,9,28,4,4,0,0,0,0,2040,,,,,,
09,2020,2020-09,2019,,Full,9/24/2020,SCHULENBURG POLICE DEPT.,149206,FAYETTE,7,78956,TROY BRENEK,2040,206,167,0,21,7,11,85,121,57,0,0,0,0,4,5,1259,772,1,2,1,3,0,0,1,0,2040,0,0,0,,,
01,2022,2022-01,2021,Dept.,Full,1/11/2022,CACTUS POLICE DEPT.,341201,MOORE,1,79013,MARIBEL TIARZON,2038,115,26,5,53,9,22,58,57,33,0,0,17,1,7,1380,160,478,5,9,6,14,1,0,5,0,2038,0,0,0,0,0,0
02,2024,2024-02,2023,,Full,2/13/2024,HIDALGO CO. SHERIFF'S OFFICE,215100,HIDALGO,3,78542,JOSE E. GUERRA,2038,276,134,6,48,82,6,54,222,40,1,1,7,0,5,1,1107,880,38,12,0,35,5,0,10,0,2038,0,0,0,0,0,0
03,2020,2020-03,2019,,Full,3/2/2020,CLEVELAND POLICE DEPT.,291202,LIBERTY,4,77327,DARREL W. BROUSSARD,2035,1832,1832,0,203,0,0,2,2033,0,0,2,0,0,0,0,0,2035,0,187,187,0,2020,0,15,0,2035,,,,,,
01,2020,2020-01,2019,,Full,1/1/2020,HIDALGO CO. CONST. PCT. 4,215104,HIDALGO,3,78539,ATANACIO GAITAN JR.,2034,6,3,0,3,0,0,1,5,1,0,0,0,0,0,30,1555,447,0,0,2,1,0,0,1,0,2034,,,,,,
07,2020,2020-07,2019,,Full,7/16/2020,SEAGRAVES POLICE DEPT.,165201,GAINES,1,79359,RICHARD L. VASQUEZ,2031,101,25,0,56,1,19,95,6,74,0,4,0,0,17,308,928,753,0,26,16,33,1,0,8,0,2031,,,,,,
01,2022,2022-01,2021,Dept.,Full,1/25/2022,OLNEY POLICE DEPT.,503203,YOUNG,8,76374,DAN A. BIRBECK,2031,169,119,3,34,0,13,61,108,49,0,0,6,0,6,249,1266,493,6,11,6,14,5,0,4,0,2031,1,0,1,0,0,0
02,2020,2020-02,2019,,Full,2/5/2020,POTTSBORO POLICE DEPT.,181206,GRAYSON,6,75076,SHONE D. NIX,2030,25,6,0,14,0,5,19,6,16,0,2,0,0,1,643,17,1366,1,2,1,1,0,0,3,0,2030,,,,,,
01,2020,2020-01,2019,,Full,1/27/2020,GEORGE WEST POLICE DEPT.,297201,LIVE OAK,3,78022,DAVID R. PERKINS,2029,36,28,2,3,0,3,8,28,4,0,2,0,0,1,698,511,807,4,8,1,7,2,0,4,0,2029,,,,,,
01,2020,2020-01,2019,,Full,1/23/2020,LA FERIA POLICE DEPT.,061205,CAMERON,3,78559,CESAR R. DIAZ,2029,53,29,2,0,11,8,6,47,4,0,1,1,0,0,2,369,1627,3,26,2,6,22,0,9,1,2028,,,,,,
01,2020,2020-01,2019,,Full,1/28/2020,PRIMERA POLICE DEPT.,061209,CAMERON,3,78552,MANUEL L. TREVINO,2029,74,23,1,42,6,2,44,30,39,0,0,3,2,0,14,1250,741,6,7,2,7,2,0,5,2,2027,,,,,,
02,2024,2024-02,2023,,Full,2/15/2024,TRAVIS CO. CONST. PCT. 2,453102,TRAVIS,10,78758,JAIME A. BALLESTEROS,2029,23,2,4,13,0,4,15,8,15,0,2,1,3,9,0,1322,702,3,2,0,1,2,0,2,1,2028,0,0,0,0,0,1
01,2020,2020-01,2019,,Full,1/31/2020,ELSA POLICE DEPT.,215205,HIDALGO,3,78543,ROBERT A. MCGINNIS,2028,26,10,0,5,0,11,9,17,7,0,0,0,0,2,2,359,1656,0,4,7,9,2,0,0,0,2028,,,,,,
